Date,National/State/County,State,County,fips,Last Update,Data Quality Grade,Total Cases,New Cases,Total Deaths,New Deaths
2020-04-30,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1603,35,60,3
2020-05-01,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1636,33,62,2
2020-05-02,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1706,70,63,1
2020-05-03,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1749,43,63,0
2020-05-04,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1776,27,63,0
2020-05-05,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1809,33,66,3
2020-05-06,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1863,54,66,0
2020-05-07,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1917,54,67,1
2020-05-08,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,1961,44,70,3
2020-05-09,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2023,62,71,1
2020-05-10,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2064,41,71,0
2020-05-11,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2101,37,71,0
2020-05-12,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2133,32,74,3
2020-05-13,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2178,45,76,2
2020-05-14,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2233,55,79,3
2020-05-15,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2300,67,82,3
2020-05-16,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2351,51,83,1
2020-05-17,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2392,41,83,0
2020-05-18,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2457,65,83,0
2020-05-19,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2522,65,86,3
2020-05-20,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2560,38,88,2
2020-05-21,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2609,49,90,2
2020-05-22,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2708,99,90,0
2020-05-23,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2767,59,92,2
2020-05-24,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2847,80,93,1
2020-05-25,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2874,27,93,0
2020-05-26,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,2986,112,93,0
2020-05-27,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3049,63,93,0
2020-05-28,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3097,48,94,1
2020-05-29,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3195,98,95,1
2020-05-30,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3289,94,95,0
2020-05-31,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3390,101,96,1
2020-06-01,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3470,80,96,0
2020-06-02,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3515,45,97,1
2020-06-03,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3548,33,97,0
2020-06-04,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3641,93,97,0
2020-06-05,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3725,84,101,4
2020-06-06,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3805,80,101,0
2020-06-07,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3874,69,101,0
2020-06-08,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3945,71,101,0
2020-06-09,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,3985,40,102,1
2020-06-10,County,CA,Alameda,001,2020-06-11T18:58:07Z,B,4033,48,105,3
2020-03-30,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-31,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-01,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-02,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-03,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-04,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-05,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-06,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-07,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-08,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-09,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-10,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-11,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-12,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-13,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-14,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-15,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-16,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-17,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-18,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-19,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-20,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-21,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-22,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-23,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-24,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-25,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-26,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-27,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-28,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-29,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-04-30,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-01,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-02,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-03,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-04,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-05,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-06,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-07,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-08,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-09,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-10,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-11,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-12,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-13,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-14,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-15,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-16,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-17,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-18,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-19,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-20,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-21,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-22,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-23,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-24,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-25,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-26,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-27,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-28,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-29,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-30,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-05-31,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-01,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-02,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-03,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-04,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-05,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-06,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-07,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-08,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-09,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-06-10,County,CA,Alpine,003,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-13,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-14,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-15,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-16,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-17,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-18,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-19,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-20,County,CA,Amador,005,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-21,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,1,0,0
2020-03-22,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-23,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-24,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-25,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-26,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-27,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-28,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-29,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-30,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-31,County,CA,Amador,005,2020-06-11T18:58:07Z,B,2,0,0,0
2020-04-01,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,1,0,0
2020-04-02,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-03,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-04,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-05,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-06,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-07,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-08,County,CA,Amador,005,2020-06-11T18:58:07Z,B,3,0,0,0
2020-04-09,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,4,0,0
2020-04-10,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-11,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-12,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-13,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-14,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-15,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-16,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-17,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-18,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-19,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-20,County,CA,Amador,005,2020-06-11T18:58:07Z,B,7,0,0,0
2020-04-21,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,1,0,0
2020-04-22,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-23,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-24,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-25,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-26,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-27,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-28,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-29,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-30,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-01,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-02,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-03,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-04,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-05,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-06,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-07,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-08,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-09,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-10,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-11,County,CA,Amador,005,2020-06-11T18:58:07Z,B,8,0,0,0
2020-05-12,County,CA,Amador,005,2020-06-11T18:58:07Z,B,9,1,0,0
2020-05-13,County,CA,Amador,005,2020-06-11T18:58:07Z,B,9,0,0,0
2020-05-14,County,CA,Amador,005,2020-06-11T18:58:07Z,B,9,0,0,0
2020-05-15,County,CA,Amador,005,2020-06-11T18:58:07Z,B,9,0,0,0
2020-05-16,County,CA,Amador,005,2020-06-11T18:58:07Z,B,9,0,0,0
2020-05-17,County,CA,Amador,005,2020-06-11T18:58:07Z,B,9,0,0,0
2020-05-18,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,1,0,0
2020-05-19,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-20,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-21,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-22,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-23,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-24,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-25,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-26,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-27,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-28,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-29,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-30,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-05-31,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-01,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-02,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-03,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-04,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-05,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-06,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-07,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-08,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-09,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-06-10,County,CA,Amador,005,2020-06-11T18:58:07Z,B,10,0,0,0
2020-03-21,County,CA,Butte,007,2020-06-11T18:58:07Z,B,1,0,0,0
2020-03-22,County,CA,Butte,007,2020-06-11T18:58:07Z,B,2,1,0,0
2020-03-23,County,CA,Butte,007,2020-06-11T18:58:07Z,B,3,1,0,0
2020-03-24,County,CA,Butte,007,2020-06-11T18:58:07Z,B,4,1,0,0
2020-03-25,County,CA,Butte,007,2020-06-11T18:58:07Z,B,4,0,0,0
2020-03-26,County,CA,Butte,007,2020-06-11T18:58:07Z,B,5,1,0,0
2020-03-27,County,CA,Butte,007,2020-06-11T18:58:07Z,B,5,0,0,0
2020-03-28,County,CA,Butte,007,2020-06-11T18:58:07Z,B,5,0,0,0
2020-03-29,County,CA,Butte,007,2020-06-11T18:58:07Z,B,5,0,0,0
2020-03-30,County,CA,Butte,007,2020-06-11T18:58:07Z,B,8,3,0,0
2020-03-31,County,CA,Butte,007,2020-06-11T18:58:07Z,B,8,0,0,0
2020-04-01,County,CA,Butte,007,2020-06-11T18:58:07Z,B,9,1,0,0
2020-04-02,County,CA,Butte,007,2020-06-11T18:58:07Z,B,10,1,0,0
2020-04-03,County,CA,Butte,007,2020-06-11T18:58:07Z,B,11,1,0,0
2020-04-04,County,CA,Butte,007,2020-06-11T18:58:07Z,B,11,0,0,0
2020-04-05,County,CA,Butte,007,2020-06-11T18:58:07Z,B,11,0,0,0
2020-04-06,County,CA,Butte,007,2020-06-11T18:58:07Z,B,12,1,0,0
2020-04-07,County,CA,Butte,007,2020-06-11T18:58:07Z,B,13,1,0,0
2020-04-08,County,CA,Butte,007,2020-06-11T18:58:07Z,B,13,0,0,0
2020-04-09,County,CA,Butte,007,2020-06-11T18:58:07Z,B,13,0,0,0
2020-04-10,County,CA,Butte,007,2020-06-11T18:58:07Z,B,14,1,0,0
2020-04-11,County,CA,Butte,007,2020-06-11T18:58:07Z,B,14,0,0,0
2020-04-12,County,CA,Butte,007,2020-06-11T18:58:07Z,B,14,0,0,0
2020-04-13,County,CA,Butte,007,2020-06-11T18:58:07Z,B,15,1,0,0
2020-04-14,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,1,0,0
2020-04-15,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-16,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-17,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-18,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-19,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-20,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-21,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-22,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-23,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-24,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-25,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-26,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-27,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-28,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-29,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-04-30,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-05-01,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-05-02,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-05-03,County,CA,Butte,007,2020-06-11T18:58:07Z,B,16,0,0,0
2020-05-04,County,CA,Butte,007,2020-06-11T18:58:07Z,B,17,1,0,0
2020-05-05,County,CA,Butte,007,2020-06-11T18:58:07Z,B,18,1,0,0
2020-05-06,County,CA,Butte,007,2020-06-11T18:58:07Z,B,18,0,0,0
2020-05-07,County,CA,Butte,007,2020-06-11T18:58:07Z,B,18,0,0,0
2020-05-08,County,CA,Butte,007,2020-06-11T18:58:07Z,B,18,0,0,0
2020-05-09,County,CA,Butte,007,2020-06-11T18:58:07Z,B,18,0,0,0
2020-05-10,County,CA,Butte,007,2020-06-11T18:58:07Z,B,18,0,0,0
2020-05-11,County,CA,Butte,007,2020-06-11T18:58:07Z,B,20,2,0,0
2020-05-12,County,CA,Butte,007,2020-06-11T18:58:07Z,B,20,0,0,0
2020-05-13,County,CA,Butte,007,2020-06-11T18:58:07Z,B,20,0,0,0
2020-05-14,County,CA,Butte,007,2020-06-11T18:58:07Z,B,22,2,0,0
2020-05-15,County,CA,Butte,007,2020-06-11T18:58:07Z,B,22,0,0,0
2020-05-16,County,CA,Butte,007,2020-06-11T18:58:07Z,B,22,0,0,0
2020-05-17,County,CA,Butte,007,2020-06-11T18:58:07Z,B,22,0,0,0
2020-05-18,County,CA,Butte,007,2020-06-11T18:58:07Z,B,24,2,0,0
2020-05-19,County,CA,Butte,007,2020-06-11T18:58:07Z,B,26,2,0,0
2020-05-20,County,CA,Butte,007,2020-06-11T18:58:07Z,B,30,4,0,0
2020-05-21,County,CA,Butte,007,2020-06-11T18:58:07Z,B,31,1,0,0
2020-05-22,County,CA,Butte,007,2020-06-11T18:58:07Z,B,34,3,0,0
2020-05-23,County,CA,Butte,007,2020-06-11T18:58:07Z,B,34,0,0,0
2020-05-24,County,CA,Butte,007,2020-06-11T18:58:07Z,B,34,0,0,0
2020-05-25,County,CA,Butte,007,2020-06-11T18:58:07Z,B,34,0,0,0
2020-05-26,County,CA,Butte,007,2020-06-11T18:58:07Z,B,40,6,0,0
2020-05-27,County,CA,Butte,007,2020-06-11T18:58:07Z,B,40,0,0,0
2020-05-28,County,CA,Butte,007,2020-06-11T18:58:07Z,B,40,0,0,0
2020-05-29,County,CA,Butte,007,2020-06-11T18:58:07Z,B,44,4,0,0
2020-05-30,County,CA,Butte,007,2020-06-11T18:58:07Z,B,44,0,0,0
2020-05-31,County,CA,Butte,007,2020-06-11T18:58:07Z,B,44,0,0,0
2020-06-01,County,CA,Butte,007,2020-06-11T18:58:07Z,B,51,7,1,1
2020-06-02,County,CA,Butte,007,2020-06-11T18:58:07Z,B,51,0,1,0
2020-06-03,County,CA,Butte,007,2020-06-11T18:58:07Z,B,55,4,1,0
2020-06-04,County,CA,Butte,007,2020-06-11T18:58:07Z,B,60,5,1,0
2020-06-05,County,CA,Butte,007,2020-06-11T18:58:07Z,B,65,5,1,0
2020-06-06,County,CA,Butte,007,2020-06-11T18:58:07Z,B,65,0,1,0
2020-06-07,County,CA,Butte,007,2020-06-11T18:58:07Z,B,65,0,1,0
2020-06-08,County,CA,Butte,007,2020-06-11T18:58:07Z,B,68,3,1,0
2020-06-09,County,CA,Butte,007,2020-06-11T18:58:07Z,B,71,3,1,0
2020-06-10,County,CA,Butte,007,2020-06-11T18:58:07Z,B,73,2,1,0
2020-01-26,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-01-31,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-02-02,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-02-20,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-02-21,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-02-26,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-02-28,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-02-29,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-01,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-02,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-03,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-04,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-05,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-06,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-07,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-08,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-09,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,0,0,0,0
2020-03-10,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,2,0,0
2020-03-11,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-12,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-13,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-14,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-15,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-16,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-17,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-18,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-19,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-20,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-21,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-22,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-23,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
2020-03-24,County,CA,Calaveras,009,2020-06-11T18:58:07Z,B,2,0,0,0
